species,Spnvisits
Col_6359,549
Col_2741,644
Col_3850,7818
Col_3919,9
Col_3955,221
Col_6483,35
Col_4991,73
Col_6494,60
Col_6484,5
Col_2596,103
Col_2744,103
Col_4140,18
Col_5087,39
Col_5885,20
Col_3954,3
Col_6491,5
Col_2746,23
Col_6493,12
Col_4994,110
Col_6486,31
Col_5086,13
Col_6490,5
Col_6488,1
Col_6360,5
Col_6358,12
Col_2745,23
Col_2728,2
Col_2922,1
Col_6369,0
Col_6492,0
Col_5085,0
Col_3658,723
Col_2637,50
Col_5637,221
Col_5767,148
Col_4422,171
Col_2629,109
Col_6092,240
Col_2241,150
Col_2455,580
Col_2458,132
Col_7044,211
Col_1720,168
Col_2635,9
Col_3649,208
Col_6213,80
Col_4536,64
Col_1715,589
Col_6101,151
Col_2641,66
Col_1289,21
Col_6647,227
Col_5640,501
Col_5850,117
Col_3266,12
Col_7324,392
Col_2451,40
Col_2880,175
Col_5868,168
Col_2879,265
Col_2584,184
Col_3957,55
Col_2642,445
Col_2644,172
Col_2901,68
Col_5370,36
Col_3269,43
Col_5440,255
Col_5929,23
Col_2231,86
Col_3272,264
Col_3271,73
Col_4512,103
Col_5071,328
Col_4381,80
Col_2883,135
Col_2638,77
Col_3652,239
Col_5986,133
Col_2238,177
Col_2454,14
Col_2917,116
Col_3646,62
Col_2909,99
Col_5069,280
Col_5765,85
Col_4517,82
Col_4492,264
Col_4491,158
Col_3657,211
Col_3653,118
Col_3275,89
Col_2910,15
Col_2651,35
Col_2630,129
Col_2457,125
Col_1742,57
Col_1413,565
Col_6646,82
Col_4509,42
Col_5866,7
Col_5867,282
Col_5786,29
Col_7043,65
Col_3926,102
Col_3265,52
Col_5768,278
Col_4066,261
Col_2459,22
Col_2904,23
Col_5805,201
Col_3715,82
Col_2449,87
Col_2634,135
Col_2734,53
Col_3270,21
Col_2242,63
Col_2885,45
Col_4557,178
Col_4493,374
Col_2338,19
Col_1415,223
Col_5807,72
Col_2906,0
Col_2882,9
Col_5638,291
Col_2914,16
Col_3262,10
Col_2586,278
Col_5441,148
Col_3276,113
Col_5439,99
Col_2881,417
Col_5804,39
Col_5812,43
Oulema rufocyanea_melanopus agg.,5
Col_4528,17
Col_3651,32
Col_6522,121
Col_3650,49
Col_4556,20
Col_1979,36
Col_2649,85
Col_5810,52
Col_1414,109
Col_4526,3
Col_5811,351
Col_5985,122
Col_4520,450
Col_3648,65
Col_2911,114
Col_2912,39
Col_3162,77
Col_7511,1
Col_4538,130
Col_5800,11
Col_2645,28
Col_4064,36
Col_1718,33
Col_4533,177
Col_6102,34
Col_5798,105
Col_4523,21
Col_1978,14
Col_4505,100
Col_6089,239
Col_4522,100
Col_4530,257
Col_6095,46
Col_5803,29
Col_1713,16
Col_5371,11
Col_2230,30
Col_3263,34
Col_7297,20
Col_3451,66
Col_2589,22
Col_2583,29
Col_5070,7
Col_5930,10
Col_4507,4
Col_6100,28
Col_2453,9
Col_4540,12
Col_4510,41
Col_4506,12
Col_2585,10
Col_4515,90
Col_2216,2
Col_2233,30
Col_2639,2
Col_1135,3
Col_4518,50
Col_1717,35
Col_1412,40
Col_5799,18
Col_2903,7
Col_1714,17
Col_2632,1
Col_4539,171
Col_4535,16
Col_3714,13
Col_3268,36
Col_3450,8
Col_3717,20
Col_5442,15
Col_1411,27
Col_1716,52
Col_7316,20
Col_6097,47
Col_2646,12
Col_4863,9
Col_2452,9
Col_2636,8
Col_2224,29
Aphthona nigriceps,0
Col_4595,2
Col_4532,6
Col_4521,9
Col_5806,40
Col_4594,7
Col_2905,1
Col_4516,26
Col_5310,23
Col_7321,246
Col_4638,7
Col_2643,10
Col_2918,3
Col_2588,4
Col_4525,1
Col_3264,13
Col_3274,37
Col_5802,41
Col_4529,3
Col_2640,4
Col_6098,0
Col_5639,6
Col_1741,14
Col_4637,20
Col_4519,0
Col_4065,5
Col_2450,14
Col_3183,1
Col_6094,14
Col_5801,32
Col_4504,9
Col_1719,15
Col_6099,21
Col_5825,4
Col_3716,42
Col_4537,4
Col_4531,7
Col_4534,3
Col_4508,3
Col_2653,1
Col_4639,11
Col_4636,3
Col_2587,32
Col_4524,7
Col_4501,6
Col_4527,0
Col_4587,7
Col_4503,2
Col_4514,15
Col_5808,10
Col_4513,18
Col_3267,6
Col_1410,15
Col_2915,0
Col_2913,2
Col_5865,11
Col_2907,0
Col_2916,1
Col_2902,4
Col_3273,4
Col_5438,2
Col_7298,5
Col_2908,5
Col_2631,23
Col_4500,4
Col_1408,8
Col_2456,6
Col_6103,1
Col_5159,1
Col_6091,7
Col_8190,2
Col_2919,0
Col_8213,6
Col_4554,2
Col_2240,2
Col_6093,1
Col_2633,3
Col_2448,2
Col_5766,6
Col_2324,0
Col_2323,1
Col_7296,0
Col_6090,1
Col_5809,1
Col_4511,0
Col_8215,0
Col_5437,0
Col_3645,0
Col_2648,1
Abrothallus bertianus,35
Abrothallus caerulescens,3
Abrothallus cetrariae,4
Abrothallus cladoniae,1
Abrothallus microspermus,35
Abrothallus parmeliarum,29
Abrothallus prodiens,9
Abrothallus suecicus,1
Abrothallus usneae,7
Abrothallus welwitschii,23
Absconditella annexa,2
Absconditella celata,4
Absconditella delutula,6
Absconditella lignicola,5
Absconditella pauxilla,4
Absconditella sphagnorum,3
Absconditella trivialis,3
Acarospora admissa,1
Acarospora badiofusca,2
Acarospora benedarensis,2
Acarospora cervina,26
Acarospora durietzii,0
Acarospora fuscata,4137
Acarospora glaucocarpa,40
Acarospora impressula,76
Acarospora macrospora subsp. macrospora,1
Acarospora moenium,0
Acarospora nitrophila,19
Acarospora rhizobola,1
Acarospora sinopica,60
Acarospora subrufula,0
Acarospora umbilicata f. congredians,64
Acarospora veronensis,8
Acremonium lichenicola,3
Acrocordia cavata,0
Acrocordia conoidea,430
Acrocordia gemmata,302
Acrocordia macrospora,23
Acrocordia salweyi,349
Acrocordia subglobosa,1
Adelolecia pilati,6
Agonimia allobata,24
Agonimia gelatinosa,23
Agonimia globulifera,8
Agonimia octospora,15
Agonimia opuntiella,2
Agonimia repleta,4
Agonimia tristicula,775
Agyrium rufum,41
Ainoa mooreana,16
Alectoria nigricans,84
Alectoria ochroleuca,25
Alectoria sarmentosa subsp. sarmentosa,12
Alectoria sarmentosa subsp. vexillifera,13
Allantoparmelia alpicola,31
Amandinea coniops,12
Amandinea pelidna,67
Amandinea punctata,2787
Ameliella andreaeicola,2
Ameliella grisea,1
Amygdalaria consentiens,3
Amygdalaria pelobotryon,79
Anaptychia ciliaris subsp. ciliaris,83
Anaptychia ciliaris subsp. mamillata,16
Anaptychia runcinata,386
Anisomeridium biforme,453
Anisomeridium polypori,475
Anisomeridium ranunculosporum,183
Anisomeridium robustum,18
Anisomeridium viridescens,40
Antennulariella lichenisata,3
Arctomia delicatula,7
Arctoparmelia incurva,88
Arrhenia griseopallida,2
Arrhenia peltigerina,2
Arthonia amylospora,4
Arthonia anglica,0
Arthonia anombrophila,35
Arthonia apatetica,0
Arthonia apotheciorum,46
Arthonia arthonioides,43
Arthonia astroidestera,6
Arthonia atlantica,4
Arthonia caerulescens,3
Arthonia cinnabarina,390
Arthonia cohabitans,0
Arthonia colombiana,2
Arthonia coronata,0
Arthonia didyma,364
Arthonia digitatae,3
Arthonia diploiciae,4
"Arthonia elegans auct. brit., non (Ach.) ",214
Arthonia endlicheri,4
Arthonia epiphyscia,3
Arthonia excipienda,2
Arthonia fuscopurpurea,5
Arthonia graphidicola,31
Arthonia ilicina,121
Arthonia ilicinella,6
Arthonia intexta,0
Arthonia invadens,4
Arthonia lapidicola,355
Arthonia leucopellaea,50
Arthonia ligniaria,8
Arthonia ligniariella,10
Arthonia mediella,8
Arthonia molendoi,5
Arthonia muscigena,54
Arthonia pannariae,0
Arthonia patellulata,8
Arthonia phaeobaea,36
Arthonia phaeophysciae,11
Arthonia pruinata,160
Arthonia punctella,4
Arthonia punctiformis,637
Arthonia radiata,1859
Arthonia sampaianae,4
Arthonia spadicea,492
Arthonia stellaris,31
Arthonia stereocaulina,0
Arthonia subfuscicola,2
Arthonia thelotrematis,4
Arthonia varians,59
Arthonia vinosa,186
Arthonia zwackhii,3
Arthophacopsis parmeliarum,4
Arthopyrenia analepta,478
Arthopyrenia atractospora,1
Arthopyrenia carneobrunneola,71
Arthopyrenia cerasi,36
Arthopyrenia cinereopruinosa,45
Arthopyrenia desistens,1
Arthopyrenia fraxini,27
Arthopyrenia nitescens,36
Arthopyrenia platypyrenia,1
Arthopyrenia punctiformis,513
Arthopyrenia salicis,136
Arthopyrenia saxicola,4
Arthopyrenia subcerasi,1
Arthothelium dictyosporum,0
Arthothelium lirellans,10
Arthothelium macounii,3
Arthothelium norvegicum,4
Arthothelium orbilliferum,1
Arthothelium ruanum,23
Arthrorhaphis aeruginosa,26
Arthrorhaphis alpina,4
Arthrorhaphis citrinella,161
Arthrorhaphis grisea,40
Arthrorhaphis muddii,5
Aspicilia aquatica,7
Aspicilia caesiocinerea,563
Aspicilia calcarea,2892
Aspicilia cinerea s. lat.,66
Aspicilia cinerea s. str.,5
Aspicilia contorta subsp. contorta,2208
Aspicilia contorta subsp. hoffmanniana,224
Aspicilia epiglypta,10
Aspicilia grisea,140
Aspicilia intermutans,6
Aspicilia laevata,57
Aspicilia leprosescens,139
Aspicilia radiosa,159
Aspicilia recedens,2
Aspicilia simoÙnsis,0
Athelia arachnoidea,99
Atla wheldonii,10
Bachmanniomyces uncialicola,10
Bacidia absistens,73
Bacidia adastra,30
Bacidia arceutina,103
Bacidia arnoldiana,104
"Bacidia assulata auct. brit., non (K÷rb.)",0
Bacidia auerswaldii,2
Bacidia bagliettoana,87
Bacidia beckhausii,13
Bacidia biatorina,90
Bacidia brandii,0
Bacidia caesiovirens,38
Bacidia caligans,25
Bacidia carneoglauca,20
Bacidia chloroticula,29
Bacidia circumspecta,3
Bacidia delicata,68
Bacidia egenula,30
Bacidia friesiana,10
Bacidia fuscoviridis,35
Bacidia herbarum,2
Bacidia igniarii,4
Bacidia incompta,59
Bacidia inundata,104
Bacidia laurocerasi,110
Bacidia neosquamulosa,41
Bacidia phacodes,84
Bacidia rubella,250
Bacidia saxenii,33
Bacidia scopulicola,78
Bacidia sipmanii,5
Bacidia squamellosa,31
Bacidia subcircumspecta,11
Bacidia subincompta,7
Bacidia subturgidula,0
Bacidia sulphurella,28
Bacidia trachona,25
Bacidia vermifera,1
Bacidia viridescens,26
Bacidia viridifarinosa,108
Bactrospora corticola,26
Bactrospora dryina,0
Bactrospora homalotropa,61
Baeomyces carneus,1
Baeomyces placophyllus,49
Baeomyces rufus,1104
Belonia calcicola,1
Belonia incarnata,12
Belonia nidarosiensis,999
Belonia russula,6
Biatora britannica,11
Biatora chrysantha,26
Biatora efflorescens,3
Biatora globulosa,3
Biatora ligni-mollis,0
Biatora subduplex,1
Biatora vernalis,21
Biatora veteranorum,5
Biatorella fossarum,2
Biatorella hemisphaerica,0
Biatoridium delitescens,8
Biatoridium monasteriense,2
Biatoropsis usnearum,36
Bilimbia lobulata,51
Bilimbia sabuletorum,1652
Botryolepraria lesdainii,496
Briancoppinsia cytospora,8
Brigantiaea fuscolutea,4
Brodoa intestiniformis,2
Bryonora curvescens,0
Bryophagus gloeocapsa,27
Bryoria bicolor,18
Bryoria capillaris,22
Bryoria chalybeiformis,8
Bryoria furcellata,4
Bryoria fuscescens,652
Bryoria lanestris,2
Bryoria smithii,0
Bryoria subcana,92
Buellia abstracta,1
Buellia aethalea,3068
Buellia arborea,5
Buellia arnoldii,6
Buellia asterella,0
Buellia badia,27
Buellia disciformis,271
Buellia erubescens,52
Buellia griseovirens,517
Buellia hyperbolica,3
Buellia insignis,1
Buellia jugorum,0
Buellia leptocline,3
Buellia leptoclinoides,2
Buellia ocellata,1439
Buellia pulverea,9
Buellia pulverulenta,1
Buellia sanguinolenta,2
Buellia saxorum,6
Buellia schaereri,50
Buellia stellulata,258
Buellia subdisciformis,57
Buellia uberior,0
Buellia violaceofusca,6
Buelliella physciicola,9
Bunodophoron melanocarpum,106
Byssoloma marginatum,17
Byssoloma subdiscordans,6
Caeruleum heppii,12
Calicium abietinum,5
Calicium adspersum,0
Calicium corynellum,0
Calicium diploellum,0
Calicium glaucellum,207
Calicium lenticulare,8
Calicium parvum,4
Calicium salicinum,75
Calicium victorianum,0
Calicium viride,455
Caloplaca ahtii,0
Caloplaca albolutescens,36
Caloplaca alociza,12
Caloplaca alstrupii,0
Caloplaca aractina,4
Caloplaca arcis,310
Caloplaca arenaria,34
Caloplaca arnoldii subsp. oblitterata,83
Caloplaca asserigena,25
Caloplaca aurantia,1837
Caloplaca austrocitrina,139
Caloplaca britannica,34
Caloplaca caesiorufella,0
Caloplaca calcitrapa,1
Caloplaca ceracea,107
Caloplaca cerina var. cerina,164
Caloplaca cerina var. chloroleuca,10
Caloplaca cerinella,252
Caloplaca cerinelloides,11
Caloplaca chalybaea,25
Caloplaca chlorina,811
Caloplaca chrysodeta,631
Caloplaca cinnamomea,0
Caloplaca cirrochroa,36
Caloplaca citrina s. lat.,5638
Caloplaca citrina s. str.,459
Caloplaca concilians,1
Caloplaca coralliza,2
Caloplaca crenularia,1099
Caloplaca crenulatella,431
Caloplaca dalmatica,570
Caloplaca decipiens,1283
Caloplaca dichroa,269
Caloplaca ferruginea s. lat.,145
Caloplaca ferruginea s. str.,5
Caloplaca flavescens,4867
Caloplaca flavocitrina,724
Caloplaca flavorubescens,11
Caloplaca flavovirescens,285
Caloplaca granulosa,3
Caloplaca haematites,1
Caloplaca herbidella s. str.,1
Caloplaca holocarpa s. lat.,3973
Caloplaca holocarpa s. str.,53
Caloplaca irrubescens,1
Caloplaca limonia,185
Caloplaca littorea,27
Caloplaca lucifuga,2
Caloplaca luteoalba,44
Caloplaca marina,326
Caloplaca maritima,39
Caloplaca marmorata,252
Caloplaca microthallina,129
Caloplaca monacensis,1
Caloplaca oasis,278
Caloplaca obliterans,11
Caloplaca obscurella,217
Caloplaca ochracea,55
Caloplaca phlogina,43
Caloplaca pyracea,2
Caloplaca ruderum,553
Caloplaca saxicola,3082
Caloplaca scopularis,18
Caloplaca soralifera,1
Caloplaca sorediella,5
Caloplaca suaedae,4
Caloplaca teicholyta,2733
Caloplaca thallincola,251
Caloplaca ulcerosa,75
Caloplaca variabilis,482
Caloplaca verruculifera,96
Caloplaca virescens,7
Caloplaca vitellinula,1
Caloplaca xantholyta,202
Calvitimela aglaea,43
Calvitimela armeniaca,4
Candelaria concolor,229
Candelaria pacifica,0
Candelariella aurella f. aurella,3814
Candelariella aurella f. smaragdula,2
Candelariella coralliza,170
Candelariella medians f. medians,2599
Candelariella medians f. steepholmensis,12
Candelariella reflexa,883
Candelariella superdistans,5
Candelariella vitellina f. flavovirella,85
Candelariella vitellina f. vitellina,6503
Candelariella xanthostigma,150
Capronia normandinae,10
Carbonea aggregantula,2
Carbonea assimilis,0
Carbonea supersparsa,6
Carbonea vitellinaria,6
Carbonea vorticosa,25
Catapyrenium cinereum,30
Catapyrenium daedaleum,1
Catapyrenium psoromoides,2
Catillaria aphana,8
Catillaria atomarioides,105
Catillaria chalybeia var. chalybeia,1461
Catillaria chalybeia var. chloropoliza,8
Catillaria contristans,11
Catillaria gilbertii,0
Catillaria lenticularis,1182
Catillaria lobariicola,0
Catillaria modesta,0
Catillaria nigroclavata,60
Catillaria scotinodes,6
Catillaria stereocaulorum,2
Catillaria usneicola,0
Catinaria atropurpurea,209
Catinaria neuschildii,4
Catolechia wahlenbergii,3
Cavernularia hultenii,16
Cecidonia umbonella,6
Cecidonia xenophana,20
Celothelium ischnobelum,40
Cercidospora cladoniicola,1
Cercidospora decolorella,1
Cercidospora epipolytropa,28
Cercidospora macrospora,1
Cetraria aculeata,658
Cetraria ericetorum,5
Cetraria islandica subsp. islandica,211
Cetraria muricata,251
Cetraria sepincola,69
Cetrariella commixta,12
Cetrariella delisei,3
Cetrelia cetrarioides,20
Cetrelia monachorum,4
Cetrelia olivetorum s. lat.,172
Cetrelia olivetorum s. str.,1
Chaenotheca brachypoda,65
Chaenotheca brunneola,132
Chaenotheca chlorella,4
Chaenotheca chrysocephala,97
Chaenotheca ferruginea,543
Chaenotheca furfuracea,104
Chaenotheca gracilenta,0
Chaenotheca hispidula,22
Chaenotheca laevigata,1
Chaenotheca phaeocephala,1
Chaenotheca stemonea,20
Chaenotheca trichialis,169
Chaenotheca xyloxena,0
Chaenothecopsis caespitosa,0
Chaenothecopsis debilis,1
Chaenothecopsis epithallina,1
Chaenothecopsis nigra,31
Chaenothecopsis parasitaster,8
Chaenothecopsis pusilla,26
Chaenothecopsis pusiola,3
Chaenothecopsis retinens,0
Chaenothecopsis savonica,8
Chaenothecopsis vainioana,3
Chaenothecopsis viridireagens,0
Chionosphaera coppinsii,2
Chionosphaera lichenicola,0
Chrysothrix candelaris,770
Chrysothrix chlorina,14
Chrysothrix chrysophthalma,11
Chrysothrix flavovirens,180
Cladonia alpina,1
Cladonia arbuscula subsp. arbuscula s. st,3
Cladonia arbuscula subsp. squarrosa,542
Cladonia asahinae,1
Cladonia azorica,4
Cladonia bacillaris,4
Cladonia bellidiflora,173
Cladonia borealis,6
Cladonia botrytes,2
Cladonia caespiticia,82
Cladonia callosa,37
Cladonia cariosa,23
Cladonia carneola,35
Cladonia cenotea,6
Cladonia cervicornis subsp. cervicornis,470
Cladonia cervicornis subsp. pulvinata,0
Cladonia cervicornis subsp. verticillata,198
Cladonia chlorophaea s. lat.,2146
Cladonia chlorophaea s. str.,24
Cladonia ciliata,5
Cladonia ciliata var. ciliata,223
Cladonia ciliata var. tenuis,452
Cladonia coccifera s. lat.,692
Cladonia coccifera s. str.,84
Cladonia coniocraea,2199
Cladonia conista,0
Cladonia convoluta,8
Cladonia cornuta,54
Cladonia crispata var. cetrariiformis,242
Cladonia crispata var. crispata,1
Cladonia cryptochlorophaea,43
Cladonia cyathomorpha,9
Cladonia deformis,0
Cladonia digitata,198
Cladonia diversa,518
Cladonia fimbriata,1794
Cladonia firma,29
Cladonia floerkeana,741
Cladonia foliacea,193
Cladonia furcata,1308
Cladonia furcata subsp. subrangiformis,58
Cladonia glauca,118
Cladonia gracilis,334
Cladonia humilis,241
Cladonia incrassata,23
Cladonia luteoalba,50
Cladonia macilenta,1180
Cladonia macrophylla,8
Cladonia maxima,1
Cladonia mediterranea,1
Cladonia merochlorophaea,5
Cladonia mitis,3
Cladonia monomorpha,1
Cladonia norvegica,2
Cladonia ochrochlora,207
Cladonia parasitica,116
Cladonia peziziformis,2
Cladonia phyllophora,15
Cladonia pleurota,5
Cladonia pocillum,320
Cladonia polydactyla var. polydactyla,815
Cladonia polydactyla var. umbricola,7
Cladonia portentosa,1619
Cladonia pyxidata,1382
Cladonia ramulosa,444
Cladonia rangiferina,156
Cladonia rangiformis,666
Cladonia rei,12
Cladonia scabriuscula,71
Cladonia squamosa s. lat.,591
Cladonia squamosa var. squamosa,308
Cladonia squamosa var. subsquamosa,183
Cladonia straminea,0
Cladonia strepsilis,178
Cladonia subcervicornis,620
Cladonia subulata,417
Cladonia sulphurina,127
Cladonia symphycarpia,5
Cladonia trassii,0
Cladonia uncialis subsp. biuncialis,971
Cladonia uncialis subsp. uncialis,14
Cladonia zopfii,28
Claurouxia chalybeioides,7
Clauzadea chondrodes,4
Clauzadea immersa,89
Clauzadea metzleri,30
Clauzadea monticola,682
Clauzadeana macula,34
Cliostomum coppinsii,0
Cliostomum corrugatum,2
Cliostomum flavidulum,22
Cliostomum griffithii,1512
Cliostomum leprosum,0
Cliostomum tenerum,70
Clypeococcum cladonema,3
Clypeococcum hypocenomycis,23
Coccotrema citrinescens,37
Collema auriforme,1084
Collema bachmanianum,5
Collema callopismum,0
Collema callopismum var. callopismum,1
Collema ceraniscum,0
Collema confertum,0
Collema crispum var. crispum,1332
Collema crispum var. metzleri,0
Collema cristatum var. cristatum,88
Collema cristatum var. marginale,13
Collema dichotomum,37
Collema fasciculare,67
Collema flaccidum,112
Collema fragile,6
Collema fragrans,5
Collema furfuraceum,193
Collema fuscovirens,265
Collema glebulentum,21
Collema latzelii,3
Collema limosum,3
Collema multipartitum,13
Collema nigrescens,21
Collema occultatum,8
Collema polycarpon,30
Collema subflaccidum,135
Collema subnigrescens,3
Collema tenax var. tenax,642
Collema tenax var. ceranoides,200
Collema tenax var. corallinum,3
Collema tenax var. vulgare,20
Collema undulatum var. granulosum,1
Collema undulatum var. undulatum,1
Collemopsidium angermannicum,8
Collemopsidium arenisedum,1
Collemopsidium caesium,4
Collemopsidium elegans,3
Collemopsidium foveolatum,140
Collemopsidium halodytes,8
Collemopsidium monense,6
Collemopsidium pelvetiae,1
Collemopsidium sublitorale,17
Collolechia caesia,1
Coppinsia minutissima,22
Cornicularia normoerica,155
Cornutispora ciliata,3
Cornutispora lichenicola,5
Cornutispora triangularis,1
Corticifraga fuckelii,10
Corticifraga peltigerae,4
Corticiruptor abeloneae,3
Cresponea premnea,177
Cresporhaphis wienkampii,1
Cryptolechia carneolutea,20
Cryptothele rhodosticta,1
Cyphelium inquinans,165
Cyphelium marcianum,0
Cyphelium notarisii,13
Cyphelium sessile,12
Cyphelium tigillare,4
Cyrtidula hippocastani,54
Cyrtidula quercus,149
Cystocoleus ebeneus,220
